Temperature,Days_Stagnant,Source_Type,Gas_PPM
42.9,17.3,Rainwater,146.61
28.0,4.4,Rainwater,49.11
33.1,21.5,Rainwater,57.28
31.2,11.3,Sewage,315.85
25.2,3.0,Rainwater,47.96
10.1,12.5,Rainwater,36.7
25.5,1.0,Sewage,41.71
42.2,15.9,Rainwater,59.52
34.0,11.7,Sewage,343.93
23.6,20.4,Sewage,442.83
21.4,11.9,Rainwater,48.45
21.5,8.4,Sewage,249.19
13.5,16.9,Sewage,205.32
18.1,13.1,Rainwater,41.2
16.2,19.7,Sewage,378.88
39.1,17.9,Rainwater,75.26
42.5,9.2,Rainwater,102.15
15.9,18.7,Sewage,334.99
21.7,7.2,Rainwater,30.67
15.3,24.8,Sewage,388.11
43.4,23.3,Sewage,427.14
41.1,9.8,Rainwater,140.21
18.5,20.8,Rainwater,72.51
43.5,15.4,Sewage,482.17
26.6,10.2,Rainwater,68.93
28.7,20.6,Rainwater,56.33
44.6,3.8,Sewage,361.9
20.3,1.5,Sewage,67.12
17.4,5.3,Sewage,170.41
39.1,27.5,Rainwater,83.32
22.4,29.6,Rainwater,74.67
40.8,1.3,Rainwater,20.73
11.6,22.6,Rainwater,66.89
28.1,4.9,Rainwater,55.63
19.4,27.2,Sewage,276.82
36.5,12.4,Sewage,389.63
17.4,19.3,Rainwater,44.49
18.7,9.1,Rainwater,40.49
42.4,5.6,Rainwater,109.07
23.1,8.8,Rainwater,40.22
25.3,20.8,Sewage,434.18
40.5,26.3,Sewage,454.15
37.6,8.1,Sewage,374.35
39.0,17.9,Sewage,374.98
34.2,28.3,Rainwater,133.05
34.9,4.6,Rainwater,43.8
14.8,17.6,Rainwater,65.69
35.9,16.0,Sewage,510.74
16.0,22.1,Sewage,317.1
38.5,18.7,Rainwater,150.65
12.5,12.3,Rainwater,31.4
16.4,3.4,Sewage,77.85
34.8,25.7,Rainwater,88.54
23.0,23.0,Rainwater,71.0
10.8,26.0,Sewage,279.38
31.9,27.2,Sewage,348.82
31.8,12.4,Sewage,284.36
16.5,19.1,Sewage,316.21
26.9,23.7,Rainwater,138.41
42.3,20.9,Rainwater,138.38
27.2,26.5,Sewage,320.06
28.7,3.8,Rainwater,45.42
39.2,10.9,Sewage,372.45
16.9,25.3,Sewage,312.12
38.3,11.8,Sewage,291.88
42.6,14.5,Sewage,385.69
24.5,19.8,Sewage,394.01
27.1,24.7,Rainwater,62.77
21.0,26.1,Rainwater,82.16
35.0,16.2,Sewage,339.09
26.7,29.4,Sewage,338.8
36.4,15.4,Rainwater,68.62
21.4,11.0,Rainwater,39.68
26.4,3.1,Sewage,118.68
35.4,17.0,Rainwater,117.89
13.4,19.4,Sewage,253.76
11.7,1.8,Rainwater,12.7
13.3,12.8,Sewage,229.97
33.6,29.1,Rainwater,127.77
41.9,25.0,Rainwater,121.25
12.3,17.2,Sewage,269.51
25.1,22.3,Sewage,302.05
32.3,14.0,Rainwater,87.86
16.5,23.1,Rainwater,113.53
32.3,26.2,Sewage,488.39
25.6,8.6,Rainwater,66.57
15.9,28.6,Sewage,330.93
37.0,6.1,Sewage,401.9
10.0,6.0,Rainwater,29.49
19.2,4.4,Sewage,118.72
10.5,5.5,Rainwater,25.56
16.4,27.6,Rainwater,125.32
18.0,14.0,Rainwater,87.5
36.1,4.9,Sewage,223.38
39.0,6.7,Rainwater,75.6
41.9,10.6,Sewage,395.63
15.4,1.7,Rainwater,9.52
20.5,25.1,Rainwater,54.75
11.6,23.4,Sewage,260.3
18.4,21.7,Rainwater,81.3
22.9,3.6,Rainwater,49.79
29.4,27.4,Sewage,505.85
10.8,21.3,Rainwater,98.19
27.4,4.3,Sewage,179.06
29.7,4.3,Sewage,169.24
28.2,20.7,Rainwater,125.09
34.5,3.3,Sewage,289.46
32.2,4.8,Sewage,286.06
19.0,5.5,Rainwater,55.67
13.1,25.1,Rainwater,53.08
40.3,18.4,Sewage,430.23
32.7,22.7,Sewage,383.24
38.8,26.0,Rainwater,129.39
15.9,10.2,Sewage,189.38
29.7,1.2,Rainwater,11.39
41.7,20.5,Sewage,361.51
17.7,28.3,Rainwater,82.15
20.1,1.1,Sewage,34.41
26.1,5.1,Sewage,258.79
17.2,14.8,Rainwater,43.15
35.4,22.6,Rainwater,101.01
44.1,25.0,Rainwater,65.94
13.8,21.9,Rainwater,43.53
24.6,22.4,Sewage,459.99
33.8,14.2,Rainwater,113.94
26.9,5.9,Sewage,243.72
11.1,24.5,Rainwater,61.28
21.2,1.4,Rainwater,20.84
26.0,13.7,Rainwater,104.54
11.8,7.8,Sewage,114.1
33.6,19.2,Rainwater,129.24
41.5,1.8,Sewage,260.57
29.0,28.9,Sewage,478.35
12.0,3.5,Sewage,66.12
11.6,10.6,Rainwater,50.09
11.2,18.5,Rainwater,45.21
33.2,26.0,Rainwater,56.17
26.5,1.6,Rainwater,13.79
36.8,1.5,Sewage,127.51
39.5,13.2,Rainwater,133.54
37.1,22.0,Sewage,397.52
40.8,6.6,Sewage,365.89
13.8,27.2,Rainwater,51.82
25.7,9.7,Sewage,297.96
34.2,23.1,Rainwater,142.8
19.3,27.6,Sewage,383.4
36.7,1.5,Rainwater,50.17
17.3,27.2,Sewage,351.99
26.1,23.4,Rainwater,52.14
11.7,2.7,Rainwater,12.99
29.8,2.7,Rainwater,56.8
13.0,21.0,Rainwater,77.35
35.3,10.9,Sewage,412.08
37.1,23.0,Rainwater,110.17
34.6,1.7,Sewage,151.05
44.7,1.1,Rainwater,47.49
10.5,23.2,Sewage,291.47
23.1,25.5,Rainwater,112.09
11.7,23.6,Rainwater,57.44
29.7,13.8,Rainwater,62.51
38.1,18.1,Sewage,367.62
11.9,7.5,Rainwater,31.09
22.9,16.1,Rainwater,78.93
32.5,10.1,Sewage,295.49
29.8,3.5,Rainwater,35.04
35.1,18.3,Sewage,401.43
40.9,23.4,Sewage,493.21
43.6,12.6,Sewage,428.28
27.7,20.9,Rainwater,97.42
41.7,4.6,Sewage,280.02
40.2,10.3,Rainwater,50.49
20.4,23.0,Sewage,388.18
18.2,9.9,Rainwater,40.54
44.7,8.0,Rainwater,123.96
31.8,24.4,Sewage,320.06
20.8,15.6,Rainwater,122.28
12.3,25.2,Rainwater,103.52
26.8,13.1,Sewage,354.89
41.4,19.9,Sewage,449.52
44.7,18.2,Rainwater,70.12
27.4,22.2,Rainwater,85.43
15.0,6.6,Sewage,128.8
14.3,11.6,Rainwater,48.63
27.5,21.7,Rainwater,118.9
22.9,8.6,Sewage,237.81
42.3,22.5,Rainwater,117.79
41.9,24.5,Rainwater,152.86
19.3,29.5,Sewage,331.97
37.8,3.7,Sewage,210.03
14.8,17.8,Sewage,259.09
30.1,4.8,Sewage,233.63
45.0,13.2,Sewage,389.4
26.7,22.5,Sewage,469.73
33.6,20.8,Sewage,436.84
23.9,23.2,Sewage,477.84
28.6,9.5,Rainwater,92.16
27.9,26.9,Sewage,394.36
21.7,7.8,Sewage,208.72
41.1,7.4,Rainwater,54.37
18.6,18.6,Sewage,359.42
26.5,9.8,Sewage,397.39
11.7,24.9,Sewage,234.77
41.1,2.6,Sewage,314.01
31.2,12.9,Rainwater,58.02
26.4,3.9,Sewage,200.28
13.9,27.9,Rainwater,119.68
16.7,4.6,Rainwater,31.48
27.8,17.0,Sewage,345.24
17.3,29.7,Sewage,439.84
35.8,14.5,Sewage,434.76
26.1,24.6,Rainwater,51.55
20.5,28.7,Sewage,412.41
33.6,29.0,Rainwater,76.14
17.9,20.6,Sewage,255.59
30.5,9.4,Rainwater,100.27
10.2,13.2,Sewage,177.37
19.3,25.7,Sewage,390.56
34.4,3.3,Rainwater,42.86
25.1,8.2,Sewage,295.25
12.5,20.5,Sewage,257.02
14.3,20.0,Rainwater,95.79
42.7,21.5,Sewage,508.12
14.7,28.3,Rainwater,79.68
15.6,3.4,Rainwater,21.43
26.9,15.9,Rainwater,95.84
41.0,12.2,Rainwater,66.25
34.7,1.2,Rainwater,21.49
30.3,12.9,Rainwater,113.4
28.2,10.4,Rainwater,110.39
40.3,4.4,Rainwater,112.87
30.8,17.8,Rainwater,74.07
32.7,19.5,Sewage,316.73
33.4,13.5,Rainwater,109.04
27.7,8.7,Rainwater,49.36
24.5,24.2,Rainwater,131.95
38.7,21.6,Sewage,308.85
21.6,3.0,Sewage,118.77
25.9,2.7,Rainwater,50.38
39.1,21.7,Rainwater,132.25
19.2,21.7,Sewage,338.53
13.4,10.4,Rainwater,53.33
32.4,3.9,Rainwater,80.92
21.5,23.1,Rainwater,57.94
30.0,24.3,Sewage,388.43
28.9,18.6,Sewage,365.89
18.1,29.7,Sewage,344.5
20.1,27.8,Sewage,344.28
20.4,27.3,Sewage,351.59
31.9,10.9,Sewage,370.49
36.9,17.6,Sewage,404.91
38.0,22.1,Rainwater,51.12
19.6,24.9,Rainwater,124.66
41.6,10.1,Sewage,396.79
41.8,15.2,Rainwater,97.48
32.6,2.8,Sewage,210.47
11.0,11.5,Rainwater,54.08
11.2,3.6,Sewage,76.75
27.0,28.6,Rainwater,54.16
25.2,18.6,Sewage,374.46
28.4,17.6,Sewage,362.03
40.4,17.1,Sewage,329.83
15.8,11.1,Rainwater,75.08
10.2,20.5,Sewage,222.08
27.0,26.1,Rainwater,75.57
19.9,24.0,Sewage,400.09
33.4,11.3,Sewage,355.14
43.0,22.4,Sewage,457.17
12.7,20.7,Sewage,270.96
21.2,5.1,Rainwater,44.54
13.4,12.7,Rainwater,38.2
22.0,22.8,Sewage,304.91
36.0,9.9,Sewage,294.24
35.3,25.8,Rainwater,97.79
39.4,18.6,Rainwater,116.03
33.6,13.1,Sewage,408.24
24.4,18.7,Rainwater,127.5
23.5,27.6,Rainwater,65.05
41.6,20.5,Sewage,413.13
39.7,13.9,Rainwater,109.91
28.3,20.8,Rainwater,125.49
28.4,19.6,Rainwater,103.73
17.6,9.9,Rainwater,30.2
14.7,19.7,Sewage,367.76
20.6,4.6,Rainwater,33.19
35.5,3.3,Rainwater,41.89
36.3,29.5,Sewage,445.96
16.6,9.1,Rainwater,26.01
20.9,7.1,Sewage,242.4
32.6,1.4,Sewage,88.21
25.3,15.5,Sewage,388.59
17.9,6.2,Rainwater,55.93
39.1,4.6,Rainwater,89.02
11.2,28.8,Rainwater,65.33
29.6,9.4,Rainwater,89.45
16.8,10.9,Rainwater,50.12
15.5,17.0,Rainwater,88.43
26.6,14.5,Rainwater,79.07
42.1,25.6,Rainwater,56.98
12.2,22.0,Rainwater,106.35
40.4,15.1,Sewage,348.15
38.5,24.4,Sewage,421.4
28.5,18.0,Rainwater,77.02
22.9,16.7,Sewage,305.19
12.2,14.3,Rainwater,30.39
38.8,6.0,Rainwater,67.21
31.6,29.6,Rainwater,112.57
19.5,25.0,Sewage,402.62
15.6,10.3,Sewage,203.34
44.5,28.8,Sewage,487.41
17.7,5.3,Rainwater,38.89
30.8,12.6,Rainwater,60.93
41.8,18.6,Rainwater,105.83
17.4,9.5,Sewage,219.36
39.1,16.1,Rainwater,76.93
14.2,14.6,Sewage,232.38
13.7,18.3,Rainwater,43.05
40.8,18.4,Rainwater,64.41
19.6,16.1,Rainwater,121.47
44.9,12.9,Sewage,394.97
23.9,6.3,Rainwater,55.35
44.5,12.0,Sewage,475.69
31.1,19.1,Sewage,460.35
12.9,9.7,Rainwater,48.14
24.7,27.2,Sewage,341.76
11.5,21.6,Rainwater,42.84
19.4,15.9,Rainwater,69.53
44.0,12.7,Rainwater,71.81
36.5,15.8,Rainwater,129.21
41.0,26.5,Sewage,468.95
25.5,24.5,Sewage,375.7
44.8,6.0,Sewage,390.67
16.4,22.7,Rainwater,71.63
35.9,11.3,Rainwater,83.94
16.6,8.9,Sewage,152.81
22.2,9.1,Sewage,212.53
44.1,17.9,Sewage,390.69
16.4,14.3,Rainwater,89.78
24.3,15.4,Sewage,333.12
32.1,4.1,Rainwater,46.45
30.8,19.0,Rainwater,107.05
32.5,26.9,Rainwater,74.3
41.5,2.3,Sewage,290.49
24.8,17.6,Sewage,330.42
14.0,8.6,Rainwater,58.74
39.4,22.7,Rainwater,69.25
23.2,28.9,Rainwater,108.55
30.2,25.0,Rainwater,106.81
39.9,12.6,Sewage,481.51
43.4,27.3,Rainwater,119.25
26.2,1.5,Rainwater,20.85
12.1,25.8,Rainwater,99.3
13.5,26.4,Sewage,399.16
33.1,8.2,Rainwater,96.49
19.8,2.3,Sewage,67.69
19.3,7.7,Rainwater,47.48
30.6,3.8,Rainwater,39.15
19.8,16.8,Rainwater,59.52
23.4,8.6,Rainwater,54.07
27.9,5.8,Rainwater,72.33
30.5,1.4,Rainwater,21.37
22.4,18.4,Rainwater,111.21
17.7,7.4,Rainwater,61.61
22.8,27.9,Rainwater,98.23
15.3,22.9,Rainwater,105.26
13.5,28.7,Sewage,331.8
12.6,12.6,Rainwater,34.85
39.3,28.8,Rainwater,114.02
31.2,27.9,Sewage,507.06
14.2,26.1,Sewage,239.3
14.2,6.5,Sewage,142.85
37.4,15.5,Rainwater,144.47
11.8,27.0,Sewage,274.5
20.1,26.7,Rainwater,80.71
43.3,20.1,Sewage,410.12
32.6,1.9,Sewage,112.51
35.6,29.9,Rainwater,88.91
41.2,17.5,Rainwater,77.03
38.7,26.3,Rainwater,109.41
31.7,1.4,Rainwater,28.4
28.2,18.0,Rainwater,68.76
44.7,3.3,Rainwater,111.47
39.0,11.4,Sewage,283.07
28.1,5.6,Sewage,274.22
43.3,8.7,Rainwater,149.91
18.5,16.7,Rainwater,73.34
19.8,24.3,Sewage,357.04
44.5,29.5,Rainwater,88.23
23.4,24.0,Sewage,285.22
26.0,9.2,Sewage,317.25
27.5,14.1,Sewage,338.82
36.9,7.7,Sewage,312.64
13.9,3.2,Sewage,81.59
28.7,3.6,Sewage,196.67
41.6,21.3,Rainwater,69.97
39.5,5.3,Rainwater,102.35
21.2,18.2,Rainwater,80.3
16.3,18.1,Sewage,266.68
40.5,29.2,Sewage,412.75
22.8,21.9,Rainwater,84.71
20.8,2.8,Sewage,92.03
39.2,14.6,Rainwater,55.92
28.0,28.1,Sewage,348.53
37.7,18.8,Sewage,489.97
20.1,12.3,Sewage,209.15
25.4,3.9,Sewage,125.56
36.9,25.6,Rainwater,149.44
11.2,22.5,Sewage,259.48
25.1,15.1,Rainwater,129.51
34.7,25.1,Rainwater,78.53
41.3,16.9,Rainwater,99.27
24.5,26.2,Sewage,306.29
43.4,11.4,Rainwater,82.17
30.4,8.9,Rainwater,68.39
25.5,15.8,Rainwater,50.7
41.5,12.6,Sewage,407.76
34.3,20.7,Sewage,343.74
30.3,22.1,Rainwater,87.28
40.3,10.9,Sewage,315.75
32.8,23.0,Sewage,384.74
35.4,4.1,Sewage,267.1
32.7,19.5,Rainwater,62.63
26.1,29.8,Sewage,384.23
38.3,2.1,Rainwater,54.74
21.6,14.5,Rainwater,73.05
21.3,3.5,Sewage,126.82
37.0,1.1,Sewage,100.54
31.0,6.2,Sewage,242.4
19.3,23.4,Sewage,435.12
25.2,10.8,Sewage,244.59
44.6,23.4,Rainwater,89.96
37.1,23.9,Sewage,387.01
13.7,17.1,Rainwater,61.12
22.9,18.2,Sewage,417.74
24.0,17.1,Rainwater,71.92
29.0,9.9,Sewage,387.36
26.1,8.4,Rainwater,87.86
44.4,24.3,Rainwater,110.61
21.8,24.0,Rainwater,116.67
18.1,16.0,Sewage,277.33
37.4,5.1,Rainwater,118.46
33.5,1.7,Sewage,157.34
12.5,9.1,Rainwater,46.16
16.7,23.8,Rainwater,84.71
13.5,25.2,Sewage,269.41
34.6,4.8,Rainwater,92.52
38.3,13.2,Sewage,454.88
24.2,29.8,Rainwater,51.32
18.5,27.7,Rainwater,76.53
33.7,7.1,Sewage,268.82
35.7,13.5,Rainwater,138.24
44.6,29.5,Rainwater,139.14
26.7,29.9,Sewage,323.73
19.7,5.9,Sewage,202.32
22.5,2.0,Sewage,67.7
43.1,28.9,Sewage,309.14
21.5,10.3,Sewage,254.9
35.5,22.4,Rainwater,79.03
10.4,8.6,Sewage,120.41
40.1,26.9,Rainwater,92.48
15.8,5.3,Sewage,134.18
43.4,3.5,Sewage,337.06
14.3,6.8,Sewage,112.14
34.3,12.2,Rainwater,123.17
28.0,11.6,Rainwater,60.08
22.7,8.8,Sewage,247.84
33.7,9.6,Rainwater,97.84
25.9,28.3,Sewage,406.39
12.2,23.3,Sewage,240.56
32.0,11.2,Rainwater,70.89
43.3,4.9,Rainwater,115.96
31.6,1.2,Rainwater,21.03
24.0,11.7,Sewage,374.78
25.0,11.6,Rainwater,71.04
18.8,26.3,Sewage,395.44
15.5,2.1,Rainwater,19.02
31.1,10.8,Sewage,362.39
21.6,7.0,Sewage,223.66
23.5,13.0,Rainwater,95.7
33.0,11.0,Rainwater,100.32
41.1,1.4,Sewage,160.85
29.6,7.1,Sewage,289.68
39.9,15.9,Sewage,417.98
24.0,17.0,Rainwater,46.4
26.2,24.1,Rainwater,50.92
28.1,18.2,Sewage,403.75
19.3,7.2,Sewage,171.4
31.4,17.0,Sewage,443.63
22.4,27.4,Rainwater,135.77
41.9,23.8,Sewage,456.28
23.6,11.0,Sewage,299.98
23.3,13.0,Sewage,296.74
30.9,4.4,Sewage,177.69
13.0,22.0,Rainwater,41.25
44.0,20.5,Rainwater,53.24
28.5,9.7,Rainwater,80.67
44.0,26.6,Sewage,446.98
19.9,6.7,Rainwater,42.69
34.9,23.0,Sewage,352.13
39.6,23.1,Sewage,390.38
30.5,22.5,Rainwater,52.0
42.0,14.7,Rainwater,98.55
39.4,27.0,Rainwater,88.41
27.1,22.4,Sewage,365.47
27.8,13.5,Rainwater,56.89
28.7,24.0,Sewage,422.38
30.7,7.1,Sewage,257.73
18.9,5.2,Rainwater,57.27
20.3,25.1,Sewage,289.4
16.7,25.1,Sewage,261.54
18.3,24.0,Rainwater,97.91
21.1,4.8,Sewage,189.04
40.0,22.1,Sewage,502.57
10.3,14.6,Rainwater,78.89
25.5,21.5,Sewage,455.32
23.3,15.5,Sewage,289.94
36.7,17.8,Rainwater,146.66
39.6,27.7,Rainwater,134.43
10.4,14.1,Rainwater,33.83
34.0,8.9,Rainwater,89.3
21.6,10.6,Rainwater,71.08
12.0,19.4,Sewage,339.78
39.1,14.2,Sewage,419.5
23.4,19.9,Rainwater,48.0
36.0,13.4,Sewage,332.05
43.5,11.7,Sewage,404.22
24.1,24.0,Sewage,395.61
28.8,17.5,Rainwater,114.35
24.0,9.4,Rainwater,59.85
19.2,17.7,Sewage,382.55
21.7,19.0,Rainwater,72.64
10.7,20.6,Rainwater,103.51
17.4,3.3,Rainwater,20.06
11.5,6.1,Sewage,126.76
31.3,9.4,Rainwater,60.39
39.3,25.8,Sewage,361.43
18.9,27.0,Sewage,441.59
33.3,11.8,Sewage,374.95
43.8,11.4,Rainwater,135.18
33.8,11.2,Sewage,374.94
10.3,3.4,Rainwater,9.03
39.2,9.6,Rainwater,64.17
35.9,23.3,Sewage,523.47
27.3,23.1,Rainwater,82.68
17.8,6.7,Sewage,160.12
17.0,12.5,Rainwater,47.58
17.5,6.0,Sewage,176.04
11.7,26.8,Sewage,305.4
31.7,27.1,Sewage,324.29
11.6,21.8,Rainwater,99.03
33.7,4.3,Rainwater,76.03
37.6,24.3,Sewage,369.21
40.5,2.9,Sewage,281.32
37.2,13.6,Rainwater,140.08
11.2,10.3,Sewage,168.95
23.8,8.5,Rainwater,32.41
10.8,3.2,Rainwater,9.4
40.2,19.9,Rainwater,124.6
24.7,4.6,Rainwater,62.67
21.0,2.7,Sewage,124.74
10.9,19.9,Sewage,254.38
34.9,1.7,Sewage,162.69
28.5,18.0,Rainwater,96.04
18.2,11.9,Sewage,237.41
38.9,4.7,Rainwater,108.91
29.8,12.3,Sewage,302.56
43.1,25.9,Rainwater,50.65
30.4,4.9,Sewage,229.2
44.2,5.8,Sewage,395.37
42.3,5.6,Rainwater,100.8
35.6,19.1,Rainwater,107.56
27.5,6.1,Rainwater,46.86
38.4,19.9,Sewage,409.92
18.0,28.3,Rainwater,135.73
21.9,7.5,Rainwater,62.47
42.2,26.9,Rainwater,149.77
28.9,13.2,Sewage,320.22
43.1,13.2,Rainwater,132.91
26.3,16.3,Rainwater,64.96
11.2,14.2,Rainwater,74.89
41.1,8.2,Rainwater,68.18
40.2,26.1,Sewage,332.89
32.5,1.9,Sewage,111.02
42.3,16.5,Sewage,487.2
17.3,3.0,Rainwater,25.14
16.4,18.7,Rainwater,46.66
21.9,5.2,Sewage,166.24
41.5,24.0,Rainwater,115.43
19.8,3.9,Sewage,131.54
22.8,9.2,Sewage,203.06
21.8,15.7,Rainwater,75.47
31.6,16.4,Rainwater,101.25
28.5,27.0,Rainwater,97.61
32.2,10.0,Sewage,337.44
38.5,16.1,Sewage,469.57
12.3,11.5,Rainwater,37.78
13.1,13.2,Rainwater,49.67
38.0,9.8,Sewage,289.31
37.9,26.3,Rainwater,98.36
41.7,5.2,Sewage,350.28
36.9,9.4,Sewage,366.76
34.6,14.3,Sewage,364.12
36.5,12.5,Rainwater,56.03
42.4,14.0,Rainwater,94.11
19.2,20.5,Sewage,332.8
34.4,22.8,Sewage,429.66
13.1,4.7,Sewage,102.49
30.3,19.6,Sewage,298.99
29.0,1.3,Rainwater,30.2
36.5,6.3,Rainwater,60.78
28.4,9.0,Rainwater,65.4
13.5,23.4,Sewage,265.15
25.4,12.6,Rainwater,71.53
42.5,15.4,Sewage,474.52
31.0,18.1,Sewage,337.66
20.3,19.8,Sewage,396.92
43.9,10.1,Rainwater,136.3
30.5,19.9,Sewage,362.94
37.1,29.0,Sewage,472.37
24.4,28.5,Rainwater,147.33
28.3,7.7,Rainwater,62.74
29.0,29.0,Rainwater,154.67
28.7,26.8,Rainwater,125.7
44.9,14.2,Sewage,314.41
37.9,25.8,Sewage,330.23
28.4,15.4,Rainwater,91.3
19.7,28.8,Sewage,366.5
27.0,12.6,Rainwater,115.43
23.9,9.4,Sewage,244.69
31.9,17.9,Rainwater,56.94
40.8,6.5,Rainwater,90.25
22.5,14.4,Rainwater,47.0
31.7,28.9,Sewage,480.02
31.8,7.9,Rainwater,78.51
26.7,27.1,Sewage,313.38
14.1,14.7,Rainwater,93.77
28.0,21.8,Sewage,357.75
33.1,21.3,Sewage,470.73
19.7,4.2,Sewage,163.44
28.4,11.1,Sewage,370.85
31.2,29.3,Sewage,501.06
22.9,14.9,Sewage,334.03
40.9,18.6,Sewage,408.48
28.7,17.3,Rainwater,124.83
41.6,21.2,Rainwater,60.53
32.5,6.0,Sewage,352.32
24.4,17.3,Sewage,459.89
36.2,26.6,Sewage,381.67
31.6,12.2,Rainwater,56.3
28.9,16.7,Rainwater,144.76
36.6,12.6,Rainwater,137.43
25.5,17.5,Sewage,433.04
43.4,26.1,Rainwater,65.93
33.4,25.1,Rainwater,56.14
12.0,8.3,Sewage,129.45
33.4,10.7,Rainwater,121.49
39.2,20.3,Rainwater,76.61
26.6,24.7,Rainwater,65.68
14.8,28.9,Rainwater,103.72
23.4,29.5,Rainwater,108.02
26.5,15.1,Sewage,312.38
24.9,6.1,Rainwater,76.19
41.3,12.5,Rainwater,71.53
20.2,29.2,Sewage,366.89
22.3,18.2,Sewage,261.13
39.5,1.8,Rainwater,47.56
24.7,13.9,Rainwater,90.14
37.4,16.1,Sewage,368.86
25.6,29.6,Rainwater,132.89
35.6,26.4,Sewage,455.22
17.6,18.3,Sewage,363.55
17.7,7.6,Sewage,187.98
18.8,21.9,Rainwater,61.49
42.7,11.3,Sewage,458.97
16.9,25.2,Rainwater,110.13
39.9,6.6,Rainwater,95.97
26.6,14.0,Rainwater,111.48
11.4,8.9,Rainwater,21.12
42.8,11.2,Rainwater,106.26
40.0,4.8,Sewage,362.26
30.3,21.0,Sewage,373.09
40.0,11.5,Sewage,353.33
26.9,18.5,Rainwater,54.61
31.7,22.3,Rainwater,133.81
36.7,29.8,Rainwater,119.07
29.2,15.8,Sewage,375.57
15.7,15.4,Sewage,274.56
18.5,18.9,Rainwater,44.23
14.4,29.5,Sewage,377.47
11.8,10.1,Sewage,201.39
23.8,25.7,Sewage,468.91
37.4,15.7,Sewage,384.38
18.1,1.0,Sewage,30.29
17.3,7.9,Sewage,189.79
18.7,16.9,Sewage,331.83
24.0,6.0,Sewage,225.65
14.3,11.3,Sewage,231.02
25.0,4.2,Rainwater,29.51
14.2,18.4,Rainwater,101.21
26.0,1.0,Sewage,46.56
41.5,7.7,Sewage,374.52
28.6,9.5,Rainwater,66.27
44.4,9.1,Rainwater,134.87
22.0,14.0,Rainwater,49.08
29.6,15.9,Sewage,436.42
37.5,12.2,Sewage,474.3
20.9,12.3,Rainwater,80.88
26.7,26.7,Rainwater,81.63
10.6,14.9,Rainwater,65.34
16.8,25.5,Sewage,430.28
40.4,19.6,Sewage,384.04
15.7,12.9,Sewage,280.25
19.3,18.1,Rainwater,110.11
26.9,28.8,Sewage,484.08
14.1,8.3,Sewage,150.61
24.3,18.1,Rainwater,124.48
16.3,9.4,Rainwater,36.11
24.3,24.6,Rainwater,132.12
25.2,25.5,Rainwater,78.33
10.1,14.5,Rainwater,72.7
27.2,28.6,Rainwater,112.98
29.7,17.0,Sewage,480.15
33.1,26.0,Sewage,348.98
26.7,21.5,Sewage,379.63
18.8,19.4,Rainwater,98.17
25.1,24.8,Rainwater,58.82
11.7,23.0,Sewage,252.07
43.4,19.2,Rainwater,71.04
34.7,21.9,Sewage,436.19
39.9,23.2,Sewage,335.42
42.3,22.7,Rainwater,153.98
32.2,4.9,Rainwater,86.7
33.4,17.6,Rainwater,130.98
11.1,18.8,Rainwater,50.83
34.9,6.4,Rainwater,74.59
23.0,17.4,Sewage,356.14
18.7,18.0,Rainwater,83.37
42.0,20.9,Sewage,385.21
10.5,21.3,Rainwater,37.11
33.9,15.3,Rainwater,119.86
10.9,9.3,Sewage,136.22
39.6,19.6,Rainwater,72.74
25.9,28.0,Sewage,466.35
26.1,22.9,Rainwater,63.86
37.5,5.7,Sewage,351.42
39.1,29.1,Rainwater,134.69
42.7,7.9,Rainwater,126.96
17.2,1.4,Rainwater,11.77
34.9,16.7,Rainwater,77.21
35.1,1.9,Rainwater,22.7
10.7,11.1,Rainwater,58.54
33.4,9.7,Sewage,301.61
21.7,12.4,Sewage,323.63
41.1,24.1,Sewage,469.02
17.0,23.9,Rainwater,89.53
19.5,10.3,Rainwater,79.25
15.0,28.7,Rainwater,78.79
17.7,17.3,Sewage,352.42
37.9,27.5,Rainwater,70.1
26.8,29.6,Sewage,333.89
22.2,29.2,Rainwater,87.07
43.2,16.2,Sewage,457.06
31.9,4.3,Rainwater,89.97
15.9,18.0,Rainwater,61.4
34.8,27.4,Rainwater,111.78
35.5,20.0,Rainwater,138.98
41.8,11.1,Rainwater,129.38
33.5,4.2,Rainwater,40.34
24.2,10.8,Sewage,310.36
33.6,11.3,Rainwater,53.59
20.2,14.7,Sewage,280.82
26.0,16.7,Sewage,339.81
24.3,25.4,Rainwater,83.84
15.6,7.0,Rainwater,23.63
19.2,12.0,Rainwater,37.96
39.9,21.8,Sewage,503.59
36.8,7.3,Rainwater,86.42
10.4,1.7,Sewage,37.45
10.6,18.1,Sewage,213.66
25.6,4.6,Sewage,232.25
22.1,5.5,Sewage,155.97
42.0,17.1,Sewage,418.84
30.2,2.3,Rainwater,50.43
21.9,5.9,Rainwater,71.2
30.9,27.7,Rainwater,107.35
14.8,10.7,Sewage,248.24
39.5,20.0,Rainwater,136.63
22.1,20.5,Sewage,283.55
20.8,21.9,Rainwater,108.83
31.6,3.8,Rainwater,43.66
25.9,21.8,Sewage,334.93
32.2,27.0,Rainwater,146.79
28.6,27.1,Rainwater,120.36
44.2,7.7,Sewage,381.34
22.7,15.8,Sewage,250.44
25.2,15.9,Sewage,383.66
18.8,6.1,Rainwater,31.08
39.1,7.0,Sewage,338.22
